Order_ID,Order_Date,Product,Category,Region,Quantity,Sales,Profit
ORD-343,2023-11-02,Ladder Step,Furniture,South,3,177,53.10
ORD-344,2023-11-09,Ladder Extension,Furniture,East,1,299,89.70
ORD-345,2023-11-16,Scaffolding Set,Furniture,North,1,599,179.70
ORD-346,2023-11-23,Work Light Set,Furniture,West,4,196,58.80
ORD-347,2023-11-30,Extension Cord,Furniture,South,8,119,47.60
ORD-348,2023-12-07,Power Tool Set,Furniture,East,1,799,239.70
ORD-349,2023-12-14,Tool Box Pro,Furniture,North,2,298,89.40
ORD-350,2023-12-21,Tool Belt Set,Furniture,West,4,99,39.60
ORD-351,2023-12-28,Safety Glasses,Furniture,South,10,79,31.60
ORD-352,2024-01-04,Work Gloves Set,Furniture,East,15,89,35.60
ORD-353,2024-01-11,Hard Hat Set,Furniture,North,5,99,39.60
ORD-354,2024-01-18,Safety Vest Set,Furniture,West,8,79,31.60
ORD-355,2024-01-25,Ear Protection,Furniture,South,6,59,23.60
ORD-356,2024-02-01,Dust Mask Set,Furniture,East,20,79,31.60
ORD-357,2024-02-08,Knee Pads Pro,Furniture,North,4,79,31.60
ORD-358,2024-02-15,Tool Organizer,Furniture,West,3,117,35.10
ORD-359,2024-02-22,Parts Washer,Furniture,South,1,249,74.70
ORD-360,2024-02-29,Vise Pro,Furniture,East,1,149,44.70
ORD-361,2024-03-07,Workbench Pro,Furniture,North,1,599,179.70
ORD-362,2024-03-14,pegboard Set,Furniture,West,2,158,47.40
ORD-363,2024-03-21,Drawer Cabinet,Furniture,South,1,299,89.70
ORD-364,2024-03-28,Bin Storage Set,Furniture,East,5,199,79.60
ORD-365,2024-04-04,Shelving Unit,Furniture,North,2,298,89.40
ORD-366,2024-04-11,Pallet Rack,Furniture,West,1,499,149.70
ORD-367,2024-04-18,Cantilever Rack,Furniture,South,1,699,209.70
ORD-368,2024-04-25,Warehouse Shelf,Furniture,East,2,498,149.40
ORD-369,2024-05-02,Wire Shelving,Furniture,North,3,297,89.10
ORD-370,2024-05-09,Corner Shelf,Furniture,West,4,196,58.80
ORD-371,2024-05-16,Floating Desk,Furniture,South,1,449,134.70
ORD-372,2024-05-23,Wall Desk Fold,Furniture,East,1,349,104.70
ORD-373,2024-05-30,Laptop Desk,Furniture,North,2,298,89.40
ORD-374,2024-06-06,Standing Mat,Furniture,West,5,145,58.00
ORD-375,2024-06-13,Wrist Rest Set,Furniture,South,8,79,31.60
ORD-376,2024-06-20,Document Holder,Furniture,East,6,89,26.70
ORD-377,2024-06-27,Monitor Riser,Furniture,North,4,99,39.60
ORD-378,2024-07-04,Laptop Stand Alum,Furniture,West,5,145,58.00
ORD-379,2024-07-11,Phone Stand Desk,Furniture,South,10,79,31.60
ORD-380,2024-07-18,Tablet Holder Pro,Furniture,East,6,89,26.70
ORD-381,2024-07-25,Headset Stand,Furniture,North,4,79,31.60
ORD-382,2024-08-01,Controller Holder,Furniture,West,3,45,13.50
ORD-383,2024-08-08,Game Storage Rack,Furniture,South,2,59,17.70
ORD-384,2024-08-15,Disc Storage Tower,Furniture,East,1,49,14.70
ORD-385,2024-08-22,Vinyl Record Shelf,Furniture,North,1,149,44.70
ORD-386,2024-08-29,Book Display Stand,Furniture,West,2,79,23.70
ORD-387,2024-09-05,Picture Ledge,Furniture,South,4,79,23.70
ORD-388,2024-09-12,Plate Display Rack,Furniture,East,2,59,17.70
ORD-389,2024-09-19,Wine Glass Rack,Furniture,North,1,89,26.70
ORD-390,2024-09-26,Spice Rack Wall,Furniture,West,3,59,17.70
ORD-391,2024-10-03,Pot Rack Ceiling,Furniture,South,1,149,44.70
ORD-392,2024-10-10,Utensil Holder,Furniture,East,4,39,11.70
ORD-393,2024-10-17,Kitchen Island Cart,Furniture,North,1,399,119.70
ORD-394,2024-10-24,Baker's Rack,Furniture,West,1,249,74.70
ORD-395,2024-10-31,Pantry Organizer,Furniture,South,2,99,29.70
ORD-396,2024-11-07,Trash Can Set,Furniture,East,3,89,26.70
ORD-397,2024-11-14,Recycle Bin Set,Furniture,North,2,79,23.70
ORD-398,2024-11-21,Laundry Sorter,Furniture,West,1,129,38.70
ORD-399,2024-11-28,Hamper Rolling,Furniture,South,2,99,29.70
ORD-400,2024-12-05,Over Door Hook,Furniture,East,6,59,17.70
ORD-401,2023-01-14,Surface Laptop 5,Electronics,North,2,2398,719.40
ORD-402,2023-01-21,iMac 24 M1,Electronics,West,1,1499,449.70
ORD-403,2023-01-28,Studio Display,Electronics,South,1,1599,479.70
ORD-404,2023-02-04,Pro Display XDR,Electronics,East,1,4999,1499.70
ORD-405,2023-02-11,ASUS ROG Monitor,Electronics,North,1,1299,389.70
ORD-406,2023-02-18,Alienware Monitor,Electronics,West,2,1798,539.40
ORD-407,2023-02-25,Samsung Odyssey,Electronics,South,1,1499,449.70
ORD-408,2023-03-04,LG UltraGear,Electronics,East,2,1398,419.40
ORD-409,2023-03-11,BenQ DesignVue,Electronics,North,1,899,269.70
ORD-410,2023-03-18,EIZO ColorEdge,Electronics,West,1,2499,749.70
ORD-411,2023-03-25,ViewSonic Pro,Electronics,South,2,998,299.40
ORD-412,2023-04-01,AOC Agon Pro,Electronics,East,1,1799,539.70
ORD-413,2023-04-08,Gigabyte AORUS,Electronics,North,1,1299,389.70
ORD-414,2023-04-15,MSI Optix,Electronics,West,2,1198,359.40
ORD-415,2023-04-22,Philips Momentum,Electronics,South,1,999,299.70
ORD-416,2023-04-29,Acer Predator,Electronics,East,1,1399,419.70
ORD-417,2023-05-06,Razer Blade 15,Electronics,North,1,2499,749.70
ORD-418,2023-05-13,ASUS Zephyrus,Electronics,West,1,2299,689.70
ORD-419,2023-05-20,MSI Stealth,Electronics,South,1,1999,599.70
ORD-420,2023-05-27,Alienware M18,Electronics,East,1,2899,869.70
ORD-421,2023-06-03,HP Omen 16,Electronics,North,1,1799,539.70
ORD-422,2023-06-10,Lenovo Legion,Electronics,West,1,1999,599.70
ORD-423,2023-06-17, Acer Nitro 16,Electronics,South,1,1299,389.70
ORD-424,2023-06-24,Dell G16 Gaming,Electronics,East,1,1699,509.70
ORD-425,2023-07-01,Origin PC EON,Electronics,North,1,3499,1049.70
ORD-426,2023-07-08,Maingear Vector,Electronics,West,1,2799,839.70
ORD-427,2023-07-15,Eluktronics,Electronics,South,1,2299,689.70
ORD-428,2023-07-22,XMG Neo 17,Electronics,East,1,2499,749.70
ORD-429,2023-07-29,Schenker XMG,Electronics,North,1,2199,659.70
ORD-430,2023-08-05,Razer Blade 18,Electronics,West,1,3499,1049.70
ORD-431,2023-08-12,ROG Strix G18,Electronics,South,1,2999,899.70
ORD-432,2023-08-19,MSI Titan GT77,Electronics,East,1,4499,1349.70
ORD-433,2023-08-26,Alienware x18,Electronics,North,1,3799,1139.70
ORD-434,2023-09-02,HP ZBook Fury,Electronics,West,1,3999,1199.70
ORD-435,2023-09-09,Dell Precision,Electronics,South,1,3499,1049.70
ORD-436,2023-09-16,Lenovo ThinkPad,Electronics,East,1,2799,839.70
ORD-437,2023-09-23,MSI CreatorPro,Electronics,North,1,2999,899.70
ORD-438,2023-09-30,ASUS ProArt,Electronics,West,1,2499,749.70
ORD-439,2023-10-07,Mac Studio M2,Electronics,South,1,1999,599.70
ORD-440,2023-10-14,Mac Pro 2023,Electronics,East,1,6999,2099.70
ORD-441,2023-10-21,Dell Precision T,Electronics,North,1,4999,1499.70
ORD-442,2023-10-28,HP Z8 G4,Electronics,West,1,5999,1799.70
ORD-443,2023-11-04,Lenovo P620,Electronics,South,1,4499,1349.70
ORD-444,2023-11-11,ASUS Pro WS,Electronics,East,1,3499,1049.70
ORD-445,2023-11-18,NVIDIA RTX 4090,Electronics,North,2,3598,1079.40
ORD-446,2023-11-25,NVIDIA RTX 4080,Electronics,West,3,3597,899.10
ORD-447,2023-12-02,AMD RX 7900,Electronics,South,2,1998,599.40
ORD-448,2023-12-09,Intel Arc A770,Electronics,East,3,897,269.10
ORD-449,2023-12-16,RTX 4070 Ti,Electronics,North,4,3196,799.00
ORD-450,2023-12-23,RTX 4060 Ti,Electronics,West,5,2495,624.80
ORD-451,2023-12-30,RX 7800 XT,Electronics,South,4,1996,498.80
ORD-452,2024-01-06,RX 7700 XT,Electronics,East,5,2245,562.80
ORD-453,2024-01-13,RTX 4050,Electronics,North,6,1794,448.20
ORD-454,2024-01-20,GTX 1660 Super,Electronics,West,8,1992,498.00
ORD-455,2024-01-27,RX 6600 XT,Electronics,South,6,1794,448.20
ORD-456,2024-02-03,Core i9-14900K,Electronics,East,3,897,269.10
ORD-457,2024-02-10,Core i7-14700K,Electronics,North,4,996,249.00
ORD-458,2024-02-17,Core i5-14600K,Electronics,West,5,895,223.80
ORD-459,2024-02-24,Ryzen 9 7950X,Electronics,South,3,897,269.10
ORD-460,2024-03-02,Ryzen 7 7800X3D,Electronics,East,4,996,249.00
ORD-461,2024-03-09,Ryzen 5 7600X,Electronics,North,5,895,223.80
ORD-462,2024-03-16,DDR5 RAM 64GB,Electronics,West,6,1194,298.80
ORD-463,2024-03-23,DDR5 RAM 32GB,Electronics,South,8,992,248.00
ORD-464,2024-03-30,SSD NVMe 4TB,Electronics,East,4,1196,299.00
ORD-465,2024-04-06,SSD NVMe 2TB,Electronics,North,6,1194,298.80
ORD-466,2024-04-13,HDD 8TB NAS,Electronics,West,5,995,249.00
ORD-467,2024-04-20,PSU 1000W Gold,Electronics,South,8,1192,298.00
ORD-468,2024-04-27,CPU Cooler AIO,Electronics,East,5,895,223.80
ORD-469,2024-05-04,Case ATX Glass,Electronics,North,4,796,199.00
ORD-470,2024-05-11,Fans RGB Set,Electronics,West,10,698,174.50
ORD-471,2024-05-18,Wireless Router,Electronics,South,6,897,269.10
ORD-472,2024-05-25,Mesh WiFi 6E,Electronics,East,4,996,249.00
ORD-473,2024-06-01,NAS 4-Bay,Electronics,North,2,798,239.40
ORD-474,2024-06-08,UPS 1500VA,Electronics,West,3,897,269.10
ORD-475,2024-06-15,KVM Switch 4K,Electronics,South,5,795,198.80
ORD-476,2024-06-22,USB-C Hub Pro,Electronics,East,8,636,159.00
ORD-477,2024-06-29,Thunderbolt 4,Electronics,North,4,796,199.00
ORD-478,2024-07-06,Network Switch 8,Electronics,West,6,474,118.50
ORD-479,2024-07-13,Network Switch 24,Electronics,South,3,596,149.00
ORD-480,2024-07-20,Firewall Appliance,Electronics,East,2,798,239.40
ORD-481,2024-07-27,Server Rack 12U,Electronics,North,1,599,179.70
ORD-482,2024-08-03,Patch Panel 24,Electronics,West,2,298,89.40
ORD-483,2024-08-10,Cat6 Cable 1000,Electronics,South,5,495,148.50
ORD-484,2024-08-17,Fiber Cable Set,Electronics,East,3,447,111.80
ORD-485,2024-08-24,Cable Tester Pro,Electronics,North,2,198,59.40
ORD-486,2024-08-31,Crimping Tool Set,Electronics,West,4,156,46.80
ORD-487,2024-09-07,Punch Down Tool,Electronics,South,6,89,26.70
ORD-488,2024-09-14,RJ45 Connector Set,Electronics,East,10,99,49.50
ORD-489,2024-09-21,Keystone Jack Set,Electronics,North,8,119,47.60
ORD-490,2024-09-28,Wall Plate Set,Electronics,West,15,89,35.60
ORD-491,2024-10-05,Conduit 1-inch,Electronics,South,20,139,55.60
ORD-492,2024-10-12,Wire Mold Set,Electronics,East,10,149,59.60
ORD-493,2024-10-19,Cable Trunking,Electronics,North,8,119,47.60
ORD-494,2024-10-26,Label Printer Pro,Electronics,West,3,297,89.10
ORD-495,2024-11-02,Thermal Labels,Electronics,South,20,99,49.50
ORD-496,2024-11-09,Barcode Scanner,Electronics,East,4,396,99.00
ORD-497,2024-11-16,Receipt Printer,Electronics,North,2,398,119.40
ORD-498,2024-11-23,Cash Drawer Pro,Electronics,West,3,297,89.10
ORD-499,2024-11-30,POS Terminal,Electronics,South,1,799,239.70
ORD-500,2024-12-07,Payment Terminal,Electronics,East,2,598,179.40
ORD-501,2023-01-10,HP Paper A4 500,Office Supplies,North,20,199,79.60
ORD-502,2023-01-17,Canon Ink Set,Office Supplies,West,8,239,95.60
ORD-503,2023-01-24,HP Toner Black,Office Supplies,South,5,449,179.60
ORD-504,2023-01-31,Brother Drum Unit,Office Supplies,East,3,267,106.80
ORD-505,2023-02-07,Epson Ink Bottle,Office Supplies,North,10,149,59.60
ORD-506,2023-02-14,Paper Ream 5,Office Supplies,West,15,149,59.60
ORD-507,2023-02-21,Envelope 500,Office Supplies,South,8,79,31.60
ORD-508,2023-02-28,Folders Box 100,Office Supplies,East,4,119,47.60
ORD-509,2023-03-07,Binders 25 Pack,Office Supplies,North,3,89,35.60
ORD-510,2023-03-14,Dividers Set 8,Office Supplies,West,10,79,31.60
ORD-511,2023-03-21,Sheet Protectors,Office Supplies,South,15,69,27.60
ORD-512,2023-03-28,Report Covers 50,Office Supplies,East,8,59,23.60
ORD-513,2023-04-04,Clip Boards 10,Office Supplies,North,5,49,19.60
ORD-514,2023-04-11,Desk Organizer 5,Office Supplies,West,6,89,35.60
ORD-515,2023-04-18,Pencil Cup Set,Office Supplies,South,10,49,19.60
ORD-516,2023-04-25,Letter Tray 3,Office Supplies,East,8,59,23.60
ORD-517,2023-05-02,File Cart Rolling,Office Supplies,North,2,89,35.60
ORD-518,2023-05-09,Magazine File 12,Office Supplies,West,4,59,23.60
ORD-519,2023-05-16,Desktop Sorter,Office Supplies,South,6,79,31.60
ORD-520,2023-05-23,Wastebasket Desk,Office Supplies,East,5,49,19.60
ORD-521,2023-05-30,Recycle Bin Desk,Office Supplies,North,5,39,15.60
ORD-522,2023-06-06,Shredder Cross,Office Supplies,West,2,158,63.20
ORD-523,2023-06-13,Laminator A3,Office Supplies,South,1,89,35.60
ORD-524,2023-06-20,Binder Machine,Office Supplies,East,1,79,31.60
ORD-525,2023-06-27,Paper Cutter,Office Supplies,North,2,99,39.60
ORD-526,2023-07-04,Scissors Set 5,Office Supplies,West,8,59,23.60
ORD-527,2023-07-11,Stapler Heavy 100,Office Supplies,South,6,79,31.60
ORD-528,2023-07-18,Staples Box 5000,Office Supplies,East,15,39,15.60
ORD-529,2023-07-25,Paper Clips 1000,Office Supplies,North,20,29,11.60
ORD-530,2023-08-01,Binder Clips 144,Office Supplies,West,12,39,15.60
ORD-531,2023-08-08,Rubber Bands 1lb,Office Supplies,South,10,29,11.60
ORD-532,2023-08-15,Push Pins 200,Office Supplies,East,15,19,7.60
ORD-533,2023-08-22,Thumb Tacks 200,Office Supplies,North,15,19,7.60
ORD-534,2023-08-29,Tape Dispenser 3,Office Supplies,West,8,39,15.60
ORD-535,2023-09-05,Invisible Tape 12,Office Supplies,South,10,39,15.60
ORD-536,2023-09-12,Packaging Tape 6,Office Supplies,East,8,39,15.60
ORD-537,2023-09-19,Double Sided Tape,Office Supplies,North,12,29,11.60
ORD-538,2023-09-26,Mounting Tape,Office Supplies,West,10,39,15.60
ORD-539,2023-10-03,Glue Sticks 30,Office Supplies,South,15,29,11.60
ORD-540,2023-10-10,Glue Bottle 4oz,Office Supplies,East,12,29,11.60
ORD-541,2023-10-17,Super Glue 12 Pack,Office Supplies,North,10,29,11.60
ORD-542,2023-10-24,Glue Gun Set,Office Supplies,West,5,49,19.60
ORD-543,2023-10-31,Glue Sticks 50,Office Supplies,South,8,29,11.60
ORD-544,2023-11-07,Whiteboard 6 Pack,Office Supplies,East,4,89,35.60
ORD-545,2023-11-14,Markers Dry 24,Office Supplies,North,8,39,15.60
ORD-546,2023-11-21,Markers Wet 12,Office Supplies,West,10,29,11.60
ORD-547,2023-11-28,Highlighters 24,Office Supplies,South,8,39,15.60
ORD-548,2023-12-05,Permanent Markers,Office Supplies,East,12,29,11.60
ORD-549,2023-12-12,Paint Markers 12,Office Supplies,North,6,39,15.60
ORD-550,2023-12-19,Chalk Markers 8,Office Supplies,West,8,39,15.60
ORD-551,2023-12-26,Pens Ball 60,Office Supplies,South,10,29,11.60
ORD-552,2024-01-02,Pens Gel 36,Office Supplies,East,8,39,15.60
ORD-553,2024-01-09,Pens Roller 24,Office Supplies,North,6,39,15.60
ORD-554,2024-01-16,Pens Fountain 6,Office Supplies,West,4,59,23.60
ORD-555,2024-01-23,Pen Sets Premium,Office Supplies,South,3,89,35.60
ORD-556,2024-01-30,Pencils #2 144,Office Supplies,East,15,29,11.60
ORD-557,2024-02-06,Pencils Mechanical,Office Supplies,North,20,39,15.60
ORD-558,2024-02-13,Lead Refill 30,Office Supplies,West,12,29,11.60
ORD-559,2024-02-20,Erasers 24 Pack,Office Supplies,South,15,19,7.60
ORD-560,2024-02-27,Sharpener Set 6,Office Supplies,East,10,19,7.60
ORD-561,2024-03-06,Ruler Set 6,Office Supplies,North,8,19,7.60
ORD-562,2024-03-13,Protractor Set 6,Office Supplies,West,10,19,7.60
ORD-563,2024-03-20,Compass Set 6,Office Supplies,South,8,29,11.60
ORD-564,2024-03-27,Calculator Basic 10,Office Supplies,East,6,39,15.60
ORD-565,2024-04-03,Calculator Scientific,Office Supplies,North,4,59,23.60
ORD-566,2024-04-10,Calculator Printing,Office Supplies,West,3,89,35.60
ORD-567,2024-04-17,Desk Clock Digital,Office Supplies,South,5,49,19.60
ORD-568,2024-04-24,Wall Clock Office,Office Supplies,East,3,59,23.60
ORD-569,2024-05-01,Calendar 2024,Office Supplies,North,8,39,15.60
ORD-570,2024-05-08,Planner 2024,Office Supplies,West,6,49,19.60
ORD-571,2024-05-15,Address Book,Office Supplies,South,4,39,15.60
ORD-572,2024-05-22,Notebook Spiral 12,Office Supplies,East,10,39,15.60
ORD-573,2024-05-29,Notebook Leather,Office Supplies,North,5,59,23.60
ORD-574,2024-06-05,Composition Book 6,Office Supplies,West,8,29,11.60
ORD-575,2024-06-12,Legal Pad 12,Office Supplies,South,10,29,11.60
ORD-576,2024-06-19,Steno Book 6,Office Supplies,East,8,19,7.60
ORD-577,2024-06-26,Post-it Notes 24,Office Supplies,North,10,39,15.60
ORD-578,2024-07-03,Sticky Notes Set,Office Supplies,West,8,39,15.60
ORD-579,2024-07-10,Flags 400 Pack,Office Supplies,South,12,29,11.60
ORD-580,2024-07-17,Tabs 192 Pack,Office Supplies,East,10,29,11.60
ORD-581,2024-07-24,Labels 3000 Pack,Office Supplies,North,6,39,15.60
ORD-582,2024-07-31,Labels Shipping,Office Supplies,West,8,29,11.60
ORD-583,2024-08-07,Name Badges 100,Office Supplies,South,5,39,15.60
ORD-584,2024-08-14,Badge Holders 50,Office Supplies,East,6,29,11.60
ORD-585,2024-08-21,Lanyards 50 Pack,Office Supplies,North,8,29,11.60
ORD-586,2024-08-28,Stamp Custom,Office Supplies,West,3,59,23.60
ORD-587,2024-09-04,Stamp Pre-Inked,Office Supplies,South,4,49,19.60
ORD-588,2024-09-11,Ink Pad Set 6,Office Supplies,East,6,29,11.60
ORD-589,2024-09-18,Stamp Pad Black,Office Supplies,North,8,19,7.60
ORD-590,2024-09-25,Tape Correction 12,Office Supplies,West,10,29,11.60
ORD-591,2024-10-02,Correction Fluid,Office Supplies,South,12,19,7.60
ORD-592,2024-10-09,Erasers Ink 24,Office Supplies,East,15,19,7.60
ORD-593,2024-10-16,Hole Punch 3,Office Supplies,North,6,39,15.60
ORD-594,2024-10-23,Hole Punch Single,Office Supplies,West,8,19,7.60
ORD-595,2024-10-30,Paper Drill,Office Supplies,South,4,49,19.60
ORD-596,2024-11-06,Binding Combs 100,Office Supplies,East,8,39,15.60
ORD-597,2024-11-13,Binding Covers 50,Office Supplies,North,6,39,15.60
ORD-598,2024-11-20,Binding Spines 100,Office Supplies,West,10,29,11.60
ORD-599,2024-11-27,Cable Organizers 10,Office Supplies,South,8,39,15.60
ORD-600,2024-12-04,Cord Covers 6,Office Supplies,East,6,49,19.60
ORD-601,2023-01-11,Sony A7R V,Electronics,North,1,3899,1169.70
ORD-602,2023-01-18,Nikon Z8,Electronics,West,1,3999,1199.70
ORD-603,2023-01-25,Canon R6 II,Electronics,South,2,4998,1499.40
ORD-604,2023-02-01,Panasonic S5 II,Electronics,East,1,2199,659.70
ORD-605,2023-02-08,Leica Q3,Electronics,North,1,5995,1798.50
ORD-606,2023-02-15,Fujifilm GFX,Electronics,West,1,5499,1649.70
ORD-607,2023-02-22,Hasselblad X2D,Electronics,South,1,8199,2459.70
ORD-608,2023-03-01,Olympus OM-1,Electronics,East,1,2199,659.70
ORD-609,2023-03-08,Pentax K-1 II,Electronics,North,1,1799,539.70
ORD-610,2023-03-15,Sony FX30,Electronics,West,1,1799,539.70
ORD-611,2023-03-22,Canon C70,Electronics,South,1,5499,1649.70
ORD-612,2023-03-29,Sony FX6,Electronics,East,1,5998,1799.40
ORD-613,2023-04-05,Blackmagic 6K,Electronics,North,2,4798,1199.50
ORD-614,2023-04-12,Panasonic GH6,Electronics,West,1,2199,659.70
ORD-615,2023-04-19,Nikon Z9,Electronics,South,1,5499,1649.70
ORD-616,2023-04-26,Sony 70-200 GM,Electronics,East,2,5198,1559.40
ORD-617,2023-05-03,Canon 70-200 L,Electronics,North,2,4798,1439.40
ORD-618,2023-05-10,Nikon 70-200 E,Electronics,West,2,4398,1319.40
ORD-619,2023-05-17,Sony 24-70 GM,Electronics,South,3,5997,1799.10
ORD-620,2023-05-24,Canon 24-70 L,Electronics,East,3,6297,1889.10
ORD-621,2023-05-31,Nikon 24-70 E,Electronics,North,2,3998,1199.40
ORD-622,2023-06-07,Sony 16-35 GM,Electronics,West,2,4398,1319.40
ORD-623,2023-06-14,Canon 16-35 L,Electronics,South,2,4198,1259.40
ORD-624,2023-06-21,Nikon 14-24 Z,Electronics,East,2,4398,1319.40
ORD-625,2023-06-28,DJI RS3 Pro,Electronics,North,1,729,218.70
ORD-626,2023-07-05,DJI RS4 Pro,Electronics,West,1,999,299.70
ORD-627,2023-07-12,Zhiyun Crane 4,Electronics,South,1,549,164.70
ORD-628,2023-07-19,Manfrotto 504X,Electronics,East,1,899,269.70
ORD-629,2023-07-26,Sachtler FSB8,Electronics,North,1,2199,659.70
ORD-630,2023-08-02,Peak Design,Electronics,West,3,449,134.70
ORD-631,2023-08-09,Lowepro ProTrek,Electronics,South,2,399,119.70
ORD-632,2023-08-16,Think Tank Airport,Electronics,East,2,499,149.70
ORD-633,2023-08-23,Godox AD600 Pro,Electronics,North,2,2198,659.40
ORD-634,2023-08-30,Profoto B10 Plus,Electronics,West,2,3998,1199.40
ORD-635,2023-09-06,Broncolor Move,Electronics,South,1,4999,1499.70
ORD-636,2023-09-13,Elinchrom ELB,Electronics,East,1,2499,749.70
ORD-637,2023-09-20,Aputure 600D Pro,Electronics,North,2,2398,719.40
ORD-638,2023-09-27,Nanlite Forza,Electronics,West,3,2097,629.10
ORD-639,2023-10-04,ARRI SkyPanel,Electronics,South,1,6999,2099.70
ORD-640,2023-10-11,Aputure Nova,Electronics,East,2,1798,539.40
ORD-641,2023-10-18,Godox VL300,Electronics,North,3,1197,359.10
ORD-642,2023-10-25,Westcott Flex,Electronics,West,4,1196,358.80
ORD-643,2023-11-01,Rosco DMG Lumiere,Electronics,South,2,1498,449.40
ORD-644,2023-11-08,Zoom H6,Electronics,East,3,627,188.10
ORD-645,2023-11-15,Sound Devices MixPre,Electronics,North,2,1998,599.40
ORD-646,2023-11-22,Sennheiser MKH416,Electronics,West,2,1998,599.40
ORD-647,2023-11-29,Rode NTG5,Electronics,South,3,1497,449.10
ORD-648,2023-12-06,Shure SM7B,Electronics,East,4,1596,478.80
ORD-649,2023-12-13,Neumann TLM103,Electronics,North,2,1998,599.40
ORD-650,2023-12-20,Audio Technica 4053b,Electronics,West,3,1797,539.10
ORD-651,2023-12-27,DPA 4017C,Electronics,South,2,1798,539.40
ORD-652,2024-01-03,Schoeps CMC6,Electronics,East,1,2299,689.70
ORD-653,2024-01-10,Sennheiser G4,Electronics,North,4,2396,718.80
ORD-654,2024-01-17,Sony UWP,Electronics,West,4,2196,658.80
ORD-655,2024-01-24,Rode Wireless PRO,Electronics,South,5,1495,448.50
ORD-656,2024-01-31,DJI Mic 2,Electronics,East,6,1794,538.20
ORD-657,2024-02-07,Hollyland Lark,Electronics,North,8,1592,477.60
ORD-658,2024-02-14,Czuv AS2 Pro,Electronics,West,6,897,269.10
ORD-659,2024-02-21,Movo WMX-1,Electronics,South,10,992,298.80
ORD-660,2024-02-28,Godox SL150,Electronics,East,5,995,249.00
ORD-661,2024-03-06,Nanlux Evoke,Electronics,North,3,1497,449.10
ORD-662,2024-03-13,Yongnuo YN600,Electronics,West,8,1192,298.00
ORD-663,2024-03-20,GVM 800D,Electronics,South,10,995,249.00
ORD-664,2024-03-27,Neewer 660,Electronics,East,12,952,286.00
ORD-665,2024-04-03,Fovitec Softbox,Electronics,North,6,534,160.20
ORD-666,2024-04-10,Godox Softbox,Electronics,West,8,392,117.60
ORD-667,2024-04-17,Chimera Bank,Electronics,South,4,596,178.80
ORD-668,2024-04-24,Lastolite Diffuser,Electronics,East,6,294,88.20
ORD-669,2024-05-01,Manfrotto Stand,Electronics,North,8,632,189.60
ORD-670,2024-05-08,Avenger Stand,Electronics,West,6,594,178.20
ORD-671,2024-05-15,Matthews C-Stand,Electronics,South,4,476,142.80
ORD-672,2024-05-22,Impact Stand,Electronics,East,8,392,117.60
ORD-673,2024-05-29,Neewer Stand,Electronics,North,12,348,104.40
ORD-674,2024-06-05,Sekonic L-858D,Electronics,West,2,798,239.40
ORD-675,2024-06-12,Kenko Meter,Electronics,South,3,447,134.10
