Order_ID,Order_Date,Product,Category,Region,Quantity,Sales,Profit
ORD-676,2024-06-19,X-Rite i1Display,Electronics,East,4,796,238.80
ORD-677,2024-06-26,Datacolor SpyderX,Electronics,North,5,745,223.50
ORD-678,2024-07-03,Eizo ColorEdge,Electronics,West,1,2499,749.70
ORD-679,2024-07-10,ASUS ProArt PA,Electronics,South,2,1998,599.40
ORD-680,2024-07-17,Dell UltraSharp,Electronics,East,3,2697,809.10
ORD-681,2024-07-24,HP DreamColor,Electronics,North,2,2398,719.40
ORD-682,2024-07-31,BenQ SW321C,Electronics,West,2,2198,659.40
ORD-683,2024-08-07,LaCie 1big,Electronics,South,1,999,299.70
ORD-684,2024-08-14,G-Technology Studio,Electronics,East,2,1398,419.40
ORD-685,2024-08-21,Samsung T7 Shield,Electronics,North,5,745,223.50
ORD-686,2024-08-28,SanDisk Extreme,Electronics,West,8,632,189.60
ORD-687,2024-09-04,WD Black D50,Electronics,South,3,747,224.10
ORD-688,2024-09-11,Crucial X8,Electronics,East,6,714,214.20
ORD-689,2024-09-18,Seagate One Touch,Electronics,North,8,392,117.60
ORD-690,2024-09-25,Toshiba Canvio,Electronics,West,10,490,147.00
ORD-691,2024-10-02,Synology DS923,Electronics,South,1,699,209.70
ORD-692,2024-10-09,QNAP TVS-672,Electronics,East,1,899,269.70
ORD-693,2024-10-16,Asustor Locker,Electronics,North,2,698,209.40
ORD-694,2024-10-23,TerraMaster F4,Electronics,West,3,747,224.10
ORD-695,2024-10-30,Buffalo LinkStation,Electronics,South,4,596,178.80
ORD-696,2024-11-06,iStarUSA Server,Electronics,East,1,1299,389.70
ORD-697,2024-11-13,Intel NUC 13 Pro,Electronics,North,2,1198,359.40
ORD-698,2024-11-20,Zimacube Pro,Electronics,West,2,1398,419.40
ORD-699,2024-11-27,Unifydream NAS,Electronics,South,2,998,299.40
ORD-700,2024-12-04,Ugreen NASync,Electronics,East,3,897,269.10
ORD-701,2023-01-13,Living Room Sofa,Furniture,North,1,2499,749.70
ORD-702,2023-01-20,Dining Set 7-Piece,Furniture,West,1,1899,569.70
ORD-703,2023-01-27,King Bed Frame,Furniture,South,1,1599,479.70
ORD-704,2023-02-03,Queen Bed Frame,Furniture,East,2,1598,479.40
ORD-705,2023-02-10,Full Bed Frame,Furniture,North,3,1197,359.10
ORD-706,2023-02-17,Bunk Bed Twin,Furniture,West,2,898,269.40
ORD-707,2023-02-24,Daybed with Trundle,Furniture,South,2,798,239.40
ORD-708,2023-03-03,Loft Bed Desk,Furniture,East,2,698,209.40
ORD-709,2023-03-10,Murphy Bed Queen,Furniture,North,1,1499,449.70
ORD-710,2023-03-17,Platform Bed King,Furniture,West,1,899,269.70
ORD-711,2023-03-24,Sleigh Bed Queen,Furniture,South,1,1099,329.70
ORD-712,2023-03-31,Canopy Bed King,Furniture,East,1,1399,419.70
ORD-713,2023-04-07,Storage Bed Queen,Furniture,North,1,999,299.70
ORD-714,2023-04-14,Upholstered Bed,Furniture,West,2,1198,359.40
ORD-715,2023-04-21,Wooden Bed Frame,Furniture,South,2,798,239.40
ORD-716,2023-04-28,Metal Bed Frame,Furniture,East,3,597,179.10
ORD-717,2023-05-05,Adjustable Bed Base,Furniture,North,1,1299,389.70
ORD-718,2023-05-12,Headboard King,Furniture,West,2,598,179.40
ORD-719,2023-05-19,Headboard Queen,Furniture,South,3,597,179.10
ORD-720,2023-05-26,Footboard Bench,Furniture,East,2,298,89.40
ORD-721,2023-06-02,Nightstand Set 2,Furniture,North,4,596,178.80
ORD-722,2023-06-09,Dresser 6 Drawer,Furniture,West,2,798,239.40
ORD-723,2023-06-16,Chest 5 Drawer,Furniture,South,3,717,215.10
ORD-724,2023-06-23,Armoire Wardrobe,Furniture,East,1,999,299.70
ORD-725,2023-06-30,Vanity Table Set,Furniture,North,2,498,149.40
ORD-726,2023-07-07,Vanity Stool,Furniture,West,4,196,58.80
ORD-727,2023-07-14,Jewelry Armoire,Furniture,South,2,398,119.40
ORD-728,2023-07-21,Mirror Floor Stand,Furniture,East,3,297,89.10
ORD-729,2023-07-28,Mirror Wall Decor,Furniture,North,4,196,58.80
ORD-730,2023-08-04,Bench Entryway,Furniture,West,3,297,89.10
ORD-731,2023-08-11,Bench Bedroom,Furniture,South,4,316,94.80
ORD-732,2023-08-18,Ottoman Storage,Furniture,East,5,395,118.50
ORD-733,2023-08-25,Ottoman Coffee,Furniture,North,3,297,89.10
ORD-734,2023-09-01,Armchair Living,Furniture,West,3,537,161.10
ORD-735,2023-09-08,Accent Chair Set,Furniture,South,4,596,178.80
ORD-736,2023-09-15,Recliner Chair,Furniture,East,2,598,179.40
ORD-737,2023-09-22,Rocking Chair,Furniture,North,3,297,89.10
ORD-738,2023-09-29,Glider Chair,Furniture,West,3,357,107.10
ORD-739,2023-10-06,Chaise Lounge,Furniture,South,2,498,149.40
ORD-740,2023-10-13,Loveseat Small,Furniture,East,2,698,209.40
ORD-741,2023-10-20,Sectional Sofa,Furniture,North,1,2499,749.70
ORD-742,2023-10-27,Sleeper Sofa,Furniture,West,1,1299,389.70
ORD-743,2023-11-03,Chesterfield Sofa,Furniture,South,1,1799,539.70
ORD-744,2023-11-10,Mid-Century Sofa,Furniture,East,1,1499,449.70
ORD-745,2023-11-17,Leather Sofa,Furniture,North,1,2299,689.70
ORD-746,2023-11-24,Velvet Sofa,Furniture,West,1,1599,479.70
ORD-747,2023-12-01,Modular Sofa,Furniture,South,1,2799,839.70
ORD-748,2023-12-08,Curved Sofa,Furniture,East,1,1899,569.70
ORD-749,2023-12-15,L-Shaped Sofa,Furniture,North,1,2199,659.70
ORD-750,2023-12-22,U-Shaped Sofa,Furniture,West,1,3499,1049.70
ORD-751,2023-12-29,Coffee Table Wood,Furniture,South,2,598,179.40
ORD-752,2024-01-05,Coffee Table Glass,Furniture,East,2,498,149.40
ORD-753,2024-01-12,Coffee Table Lift,Furniture,North,1,699,209.70
ORD-754,2024-01-19,End Table Set 2,Furniture,West,4,396,118.80
ORD-755,2024-01-26,Console Table,Furniture,South,2,398,119.40
ORD-756,2024-02-02,Sofa Table Long,Furniture,East,2,498,149.40
ORD-757,2024-02-09,TV Stand 70 Inch,Furniture,North,2,798,239.40
ORD-758,2024-02-16,Media Console,Furniture,West,1,899,269.70
ORD-759,2024-02-23,Entertainment Center,Furniture,South,1,1299,389.70
ORD-760,2024-03-01,Bookcase 5 Shelf,Furniture,East,3,597,179.10
ORD-761,2024-03-08,Bookcase Ladder,Furniture,North,2,598,179.40
ORD-762,2024-03-15,Bookcase Corner,Furniture,West,2,498,149.40
ORD-763,2024-03-22,Bookcase With Doors,Furniture,South,2,698,209.40
ORD-764,2024-03-29,Display Cabinet,Furniture,East,2,798,239.40
ORD-765,2024-04-05,China Cabinet,Furniture,North,1,999,299.70
ORD-766,2024-04-12,Buffet Sideboard,Furniture,West,1,899,269.70
ORD-767,2024-04-19,Serving Cart,Furniture,South,2,298,89.40
ORD-768,2024-04-26,Wine Rack 50 Bottles,Furniture,East,1,499,149.70
ORD-769,2024-05-03,Bar Cabinet,Furniture,North,1,699,209.70
ORD-770,2024-05-10,Kitchen Island,Furniture,West,1,799,239.70
ORD-771,2024-05-17,Kitchen Cart,Furniture,South,2,398,119.40
ORD-772,2024-05-24,Pantry Cabinet,Furniture,East,1,899,269.70
ORD-773,2024-05-31,Dining Table Round,Furniture,North,1,999,299.70
ORD-774,2024-06-07,Dining Table Oval,Furniture,West,1,1299,389.70
ORD-775,2024-06-14,Dining Table Extend,Furniture,South,1,1499,449.70
ORD-776,2024-06-21,Dining Chair Set 6,Furniture,East,2,898,269.40
ORD-777,2024-06-28,Dining Chair Set 4,Furniture,North,3,597,179.10
ORD-778,2024-07-05,Bar Stool Set 4,Furniture,West,4,396,118.80
ORD-779,2024-07-12,Counter Stool Set,Furniture,South,4,316,94.80
ORD-780,2024-07-19,Desk Office,Furniture,East,2,798,239.40
ORD-781,2024-07-26,Desk Writing,Furniture,North,3,597,179.10
ORD-782,2024-08-02,Desk Computer,Furniture,West,2,698,209.40
ORD-783,2024-08-09,Desk Standing,Furniture,South,1,899,269.70
ORD-784,2024-08-16,Desk Executive,Furniture,East,1,1299,389.70
ORD-785,2024-08-23,Office Chair,Furniture,North,3,897,269.10
ORD-786,2024-08-30,Task Chair,Furniture,West,5,495,148.50
ORD-787,2024-09-06,Ergonomic Chair,Furniture,South,2,698,209.40
ORD-788,2024-09-13,Gaming Chair,Furniture,East,2,598,179.40
ORD-789,2024-09-20,Bookshelf 3 Tier,Furniture,North,4,396,118.80
ORD-790,2024-09-27,File Cabinet 3,Furniture,West,3,447,134.10
ORD-791,2024-10-04,File Cabinet 2,Furniture,South,4,396,118.80
ORD-792,2024-10-11,Printer Stand,Furniture,East,3,297,89.10
ORD-793,2024-10-18,Keyboard Tray,Furniture,North,4,156,46.80
ORD-794,2024-10-25,Monitor Riser,Furniture,West,5,145,58.00
ORD-795,2024-11-01,Desk Lamp LED,Furniture,South,6,294,88.20
ORD-796,2024-11-08,Floor Lamp,Furniture,East,3,297,89.10
ORD-797,2024-11-15,Table Lamp Set,Furniture,North,4,196,58.80
ORD-798,2024-11-22,Wall Sconce Set,Furniture,West,4,196,58.80
ORD-799,2024-11-29,Pendant Light,Furniture,South,3,297,89.10
ORD-800,2024-12-06,Chandelier Modern,Furniture,East,2,598,179.40
ORD-801,2023-01-16,Wedding Ring Set,Jewelry,North,1,2999,899.70
ORD-802,2023-01-23,Diamond Necklace,Jewelry,West,1,4999,1499.70
ORD-803,2023-01-30,Gold Bracelet,Jewelry,South,2,3998,1199.40
ORD-804,2023-02-06,Silver Earrings,Jewelry,East,4,1996,599.80
ORD-805,2023-02-13,Pearl Pendant,Jewelry,North,3,1497,449.10
ORD-806,2023-02-20,Engagement Ring,Jewelry,West,2,5998,1799.40
ORD-807,2023-02-27,Anniversary Band,Jewelry,South,2,2998,899.40
ORD-808,2023-03-06,Tennis Bracelet,Jewelry,East,1,3999,1199.70
ORD-809,2023-03-13,Stud Earrings,Jewelry,North,5,2495,749.50
ORD-810,2023-03-20,Hoop Earrings,Jewelry,West,6,1794,538.20
ORD-811,2023-03-27,Charm Bracelet,Jewelry,South,3,1497,449.10
ORD-812,2023-04-03,Watch Gold,Jewelry,East,2,4998,1499.40
ORD-813,2023-04-10,Watch Diamond,Jewelry,North,1,7999,2399.70
ORD-814,2023-04-17,Watch Luxury,Jewelry,West,1,9999,2999.70
ORD-815,2023-04-24,Chain Gold,Jewelry,South,3,2997,899.10
ORD-816,2023-05-01,Chain Silver,Jewelry,East,5,1495,448.50
ORD-817,2023-05-08,Pendant Cross,Jewelry,North,6,894,268.20
ORD-818,2023-05-15,Pendant Heart,Jewelry,West,8,792,237.60
ORD-819,2023-05-22,Ring Signet,Jewelry,South,5,745,223.50
ORD-820,2023-05-29,Ring Cocktail,Jewelry,East,4,796,238.80
ORD-821,2023-06-05,Brooch Vintage,Jewelry,North,4,596,178.80
ORD-822,2023-06-12,Pin Set,Jewelry,West,8,392,117.60
ORD-823,2023-06-19,Cufflinks Gold,Jewelry,South,6,534,160.20
ORD-824,2023-06-26,Tie Clip Set,Jewelry,East,8,392,117.60
ORD-825,2023-07-03,Money Clip,Jewelry,North,6,294,88.20
ORD-826,2023-07-10,Key Chain Luxury,Jewelry,West,10,490,147.00
ORD-827,2023-07-17,Jewelry Box Large,Jewelry,South,3,297,89.10
ORD-828,2023-07-24,Jewelry Box Travel,Jewelry,East,5,245,73.50
ORD-829,2023-07-31,Jewelry Cleaner,Jewelry,North,8,156,46.80
ORD-830,2023-08-07,Jewelry Polish,Jewelry,West,10,99,49.50
ORD-831,2023-08-14,Safe Jewelry,Jewelry,South,1,599,179.70
ORD-832,2023-08-21,Safe Small,Jewelry,East,2,398,119.40
ORD-833,2023-08-28,Ring Box Velvet,Jewelry,North,15,149,74.50
ORD-834,2023-09-04,Earring Box Set,Jewelry,West,12,119,59.50
ORD-835,2023-09-11,Necklace Box,Jewelry,South,10,149,74.50
ORD-836,2023-09-18,Watch Box 10,Jewelry,East,4,396,118.80
ORD-837,2023-09-25,Watch Roll Leather,Jewelry,North,6,294,88.20
ORD-838,2023-10-02,Watch Winder Single,Jewelry,West,4,396,118.80
ORD-839,2023-10-09,Watch Winder Quad,Jewelry,South,2,598,179.40
ORD-840,2023-10-16,Watch Stand Display,Jewelry,East,8,196,58.80
ORD-841,2023-10-23,Jewelry Stand Tree,Jewelry,North,10,196,58.80
ORD-842,2023-10-30,Earring Holder,Jewelry,West,12,119,59.50
ORD-843,2023-11-06,Necklace Display,Jewelry,South,8,156,46.80
ORD-844,2023-11-13,Bracelet Display,Jewelry,East,8,156,46.80
ORD-845,2023-11-20,Ring Tray Velvet,Jewelry,North,12,119,59.50
ORD-846,2023-11-27,Jewelry Organizer,Jewelry,West,10,149,74.50
ORD-847,2023-12-04,Travel Jewelry Case,Jewelry,South,8,119,59.50
ORD-848,2023-12-11,Jewelry Pouch Set,Jewelry,East,15,149,74.50
ORD-849,2023-12-18,Polishing Cloth,Jewelry,North,20,99,49.50
ORD-850,2023-12-25,Jewelry Cleaning Kit,Jewelry,West,12,239,95.60
ORD-851,2024-01-01,Diamond Stud 1ct,Jewelry,South,2,5998,1799.40
ORD-852,2024-01-08,Diamond Stud 0.5ct,Jewelry,East,4,3996,1199.80
ORD-853,2024-01-15,Ruby Ring,Jewelry,North,2,2998,899.40
ORD-854,2024-01-22,Emerald Ring,Jewelry,West,2,3498,1049.40
ORD-855,2024-01-29,Sapphire Ring,Jewelry,South,3,2697,809.10
ORD-856,2024-02-05,Amethyst Pendant,Jewelry,East,5,1495,448.50
ORD-857,2024-02-12,Garnet Earrings,Jewelry,North,6,1194,358.20
ORD-858,2024-02-19,Topaz Necklace,Jewelry,West,4,1596,478.80
ORD-859,2024-02-26,Opal Ring,Jewelry,South,4,1396,418.80
ORD-860,2024-03-04,Turquoise Bracelet,Jewelry,East,5,995,249.00
ORD-861,2024-03-11,Coral Necklace,Jewelry,North,4,1196,358.80
ORD-862,2024-03-18,Jade Pendant,Jewelry,West,3,1497,449.10
ORD-863,2024-03-25,Lapis Earrings,Jewelry,South,6,897,269.10
ORD-864,2024-04-01,Onyx Ring,Jewelry,East,5,795,198.80
ORD-865,2024-04-08,Moonstone Pendant,Jewelry,North,6,894,268.20
ORD-866,2024-04-15,Aquamarine Ring,Jewelry,West,4,1396,418.80
ORD-867,2024-04-22,Peridot Earrings,Jewelry,South,8,795,198.80
ORD-868,2024-04-29,Citrine Pendant,Jewelry,East,6,897,269.10
ORD-869,2024-05-06,Tanzanite Ring,Jewelry,North,3,2697,809.10
ORD-870,2024-05-13,Morganite Ring,Jewelry,West,4,1996,599.80
ORD-871,2024-05-20,Kunzite Pendant,Jewelry,South,4,1396,418.80
ORD-872,2024-05-27,Alexandrite Ring,Jewelry,East,2,3998,1199.40
ORD-873,2024-06-03,Spinel Earrings,Jewelry,North,5,1495,448.50
ORD-874,2024-06-10,Zircon Ring,Jewelry,West,6,1194,358.20
ORD-875,2024-06-17,Iolite Pendant,Jewelry,South,8,795,198.80
ORD-876,2024-06-24,Chrome Ring,Jewelry,East,5,995,249.00
ORD-877,2024-07-01,Tourmaline Ring,Jewelry,North,4,1596,478.80
ORD-878,2024-07-08,Kyanite Pendant,Jewelry,West,6,894,268.20
ORD-879,2024-07-15,Andalusite Ring,Jewelry,South,5,795,198.80
ORD-880,2024-07-22,Sphene Earrings,Jewelry,East,6,795,198.80
ORD-881,2024-07-29,Benitoite Ring,Jewelry,North,3,2097,629.10
ORD-882,2024-08-05,Taaffeite Pendant,Jewelry,West,2,2998,899.40
ORD-883,2024-08-12,Poudretteite Ring,Jewelry,South,2,3498,1049.40
ORD-884,2024-08-19,Grandidierite,Jewelry,East,2,3998,1199.40
ORD-885,2024-08-26,Jadeite Ring,Jewelry,North,2,4998,1499.40
ORD-886,2024-09-02,Red Beryl Ring,Jewelry,West,1,9999,2999.70
ORD-887,2024-09-09,Musgravite Ring,Jewelry,South,1,14999,4499.70
ORD-888,2024-09-16,Painite Pendant,Jewelry,East,1,11999,3599.70
ORD-889,2024-09-23,Black Opal,Jewelry,North,1,8999,2699.70
ORD-890,2024-09-30,Pink Star Diamond,Jewelry,West,1,49999,14999.70
ORD-891,2024-10-07,Blue Diamond,Jewelry,South,1,39999,11999.70
ORD-892,2024-10-14,Red Diamond,Jewelry,East,1,99999,29999.70
ORD-893,2024-10-21,Jadeite Necklace,Jewelry,North,1,19999,5999.70
ORD-894,2024-10-28,Hancock Diamond,Jewelry,West,1,49999,14999.70
ORD-895,2024-11-04,Wittelsbach Diamond,Jewelry,South,1,79999,23999.70
ORD-896,2024-11-11,Hope Diamond Replica,Jewelry,East,1,29999,8999.70
ORD-897,2024-11-18,Kohinoor Replica,Jewelry,North,1,49999,14999.70
ORD-898,2024-11-25,Cullinan Replica,Jewelry,West,1,59999,17999.70
ORD-899,2024-12-02,Regent Replica,Jewelry,South,1,39999,11999.70
ORD-900,2024-12-09,Orlov Replica,Jewelry,East,1,34999,10499.70
ORD-901,2023-01-06,Ski Pass Winter,Sports,North,10,999,499.50
ORD-902,2023-01-13,Golf Club Membership,Sports,West,2,5998,2399.20
ORD-903,2023-01-20,Tennis Club Member,Sports,South,5,1495,598.00
ORD-904,2023-01-27,Swim Pass Monthly,Sports,East,20,798,399.00
ORD-905,2023-02-03,Yoga Class 20 Pack,Sports,North,8,1192,476.80
ORD-906,2023-02-10,Pilates Class 10,Sports,West,12,1194,477.60
ORD-907,2023-02-17,CrossFit Monthly,Sports,South,6,897,358.80
ORD-908,2023-02-24,Boxing Gym Pass,Sports,East,8,795,318.00
ORD-909,2023-03-03,Martial Arts Dojo,Sports,North,5,745,298.00
ORD-910,2023-03-10,Dance Class 8 Pack,Sports,West,10,795,318.00
ORD-911,2023-03-17,Spin Class 10 Pack,Sports,South,12,599,239.60
ORD-912,2023-03-24,HIIT Class Pass,Sports,East,15,597,238.80
ORD-913,2023-03-31,Personal Trainer 10,Sports,North,4,1996,798.40
ORD-914,2023-04-07,Personal Trainer 20,Sports,West,2,3498,1399.20
ORD-915,2023-04-14,Sports Massage 5,Sports,South,6,894,357.60
ORD-916,2023-04-21,Physical Therapy 10,Sports,East,4,1196,478.40
ORD-917,2023-04-28,Nutrition Consult,Sports,North,8,795,318.00
ORD-918,2023-05-05,Sports Psychology,Sports,West,6,894,357.60
ORD-919,2023-05-12,Performance Coach,Sports,South,4,1196,478.40
ORD-920,2023-05-19,Athletic Training,Sports,East,5,745,298.00
ORD-921,2023-05-26,Speed Training,Sports,North,6,795,318.00
ORD-922,2023-06-02,Agility Training,Sports,West,8,599,239.60
ORD-923,2023-06-09,Strength Program,Sports,South,5,895,358.00
ORD-924,2023-06-16,Cardio Program,Sports,East,6,696,278.40
ORD-925,2023-06-23,Endurance Program,Sports,North,5,745,298.00
ORD-926,2023-06-30,Flexibility Class,Sports,West,10,499,199.60
ORD-927,2023-07-07,Balance Training,Sports,South,8,395,158.00
ORD-928,2023-07-14,Core Strength,Sports,East,12,597,238.80
ORD-929,2023-07-21,Upper Body Focus,Sports,North,8,599,239.60
ORD-930,2023-07-28,Lower Body Focus,Sports,West,8,599,239.60
ORD-931,2023-08-04,Full Body Workout,Sports,South,10,695,278.00
ORD-932,2023-08-11,Functional Training,Sports,East,8,599,239.60
ORD-933,2023-08-18,Recovery Session,Sports,North,12,599,239.60
ORD-934,2023-08-25,Stretch Class,Sports,West,15,448,179.20
ORD-935,2023-09-01,Boot Camp 4 Week,Sports,South,4,796,318.40
ORD-936,2023-09-08,Marathon Training,Sports,East,3,897,358.80
ORD-937,2023-09-15,Triathlon Program,Sports,North,2,998,399.20
ORD-938,2023-09-22,Cycling Program,Sports,West,4,796,318.40
ORD-939,2023-09-29,Swimming Lessons,Sports,South,10,699,279.60
ORD-940,2023-10-06,Tennis Lessons 10,Sports,East,5,995,398.00
ORD-941,2023-10-13,Golf Lessons 5,Sports,North,4,1196,478.40
ORD-942,2023-10-20,Basketball Camp,Sports,West,3,897,358.80
ORD-943,2023-10-27,Soccer Camp,Sports,South,4,796,318.40
ORD-944,2023-11-03,Baseball Camp,Sports,East,3,897,358.80
ORD-945,2023-11-10,Volleyball Camp,Sports,North,4,796,318.40
ORD-946,2023-11-17,Hockey Camp,Sports,West,3,897,358.80
ORD-947,2023-11-24,Football Camp,Sports,South,4,796,318.40
ORD-948,2023-12-01,Wrestling Camp,Sports,East,3,897,358.80
ORD-949,2023-12-08,Gymnastics Camp,Sports,North,4,796,318.40
ORD-950,2023-12-15,Dance Camp,Sports,West,5,695,278.00
ORD-951,2023-12-22,Cheer Camp,Sports,South,5,695,278.00
ORD-952,2023-12-29,Martial Arts Camp,Sports,East,4,796,318.40
ORD-953,2024-01-05,Boxing Camp,Sports,North,3,897,358.80
ORD-954,2024-01-12,Karate Camp,Sports,West,4,796,318.40
ORD-955,2024-01-19,Judo Camp,Sports,South,4,796,318.40
ORD-956,2024-01-26,Taekwondo Camp,Sports,East,4,796,318.40
ORD-957,2024-02-02,Kung Fu Camp,Sports,North,4,796,318.40
ORD-958,2024-02-09,Aikido Camp,Sports,West,4,796,318.40
ORD-959,2024-02-16,CrossFit Camp,Sports,South,3,897,358.80
ORD-960,2024-02-23,Powerlifting Camp,Sports,East,3,897,358.80
ORD-961,2024-03-01,Bodybuilding Camp,Sports,North,2,998,399.20
ORD-962,2024-03-08,Strongman Camp,Sports,West,2,998,399.20
ORD-963,2024-03-15,Olympic Lifting,Sports,South,3,897,358.80
ORD-964,2024-03-22,Power Yoga Camp,Sports,East,5,695,278.00
ORD-965,2024-03-29,Hot Yoga Retreat,Sports,North,4,796,318.40
ORD-966,2024-04-05,Meditation Retreat,Sports,West,5,695,278.00
ORD-967,2024-04-12,Wellness Retreat,Sports,South,4,796,318.40
ORD-968,2024-04-19,Fitness Retreat,Sports,East,3,897,358.80
ORD-969,2024-04-26,Adventure Camp,Sports,North,4,796,318.40
ORD-970,2024-05-03,Outdoor Camp,Sports,West,5,695,278.00
ORD-971,2024-05-10,Survival Camp,Sports,South,4,796,318.40
ORD-972,2024-05-17,Wilderness Camp,Sports,East,4,796,318.40
ORD-973,2024-05-24,Water Sports Camp,Sports,North,3,897,358.80
ORD-974,2024-05-31,Beach Sports Camp,Sports,West,4,796,318.40
ORD-975,2024-06-07,Winter Sports Camp,Sports,South,3,897,358.80
ORD-976,2024-06-14,Mountain Sports,Sports,East,4,796,318.40
ORD-977,2024-06-21,Extreme Sports Camp,Sports,North,3,897,358.80
ORD-978,2024-06-28,Youth Sports Camp,Sports,West,6,597,238.80
ORD-979,2024-07-05,Teen Fitness Camp,Sports,South,5,695,278.00
ORD-980,2024-07-12,Kids Sports Camp,Sports,East,8,599,239.60
ORD-981,2024-07-19,Family Sports Camp,Sports,North,4,796,318.40
ORD-982,2024-07-26,Corporate Sports Day,Sports,West,3,897,358.80
ORD-983,2024-08-02,Team Building Sports,Sports,South,4,796,318.40
ORD-984,2024-08-09,Executive Sports Day,Sports,East,3,897,358.80
ORD-985,2024-08-16,Pro Athlete Training,Sports,North,2,1998,799.20
ORD-986,2024-08-23,Elite Sports Program,Sports,West,2,2498,999.20
ORD-987,2024-08-30,Champion Program,Sports,South,2,2998,1199.20
ORD-988,2024-09-06,Gold Medal Program,Sports,East,1,3499,1399.60
ORD-989,2024-09-13,Olympic Program,Sports,North,1,4999,1999.60
ORD-990,2024-09-20,World Class Program,Sports,West,1,5999,2399.60
ORD-991,2024-09-27,Elite Coach Program,Sports,South,1,2999,1199.60
ORD-992,2024-10-04,Master Coach Program,Sports,East,1,3999,1599.60
ORD-993,2024-10-11,Pro Coach Program,Sports,North,1,3499,1399.60
ORD-994,2024-10-18,Sports Director Course,Sports,West,1,2999,1199.60
ORD-995,2024-10-25,Sports Management,Sports,South,1,3499,1399.60
ORD-996,2024-11-01,Sports Business Course,Sports,East,1,2499,999.60
ORD-997,2024-11-08,Sports Marketing,Sports,North,1,1999,799.60
ORD-998,2024-11-15,Sports Analytics Course,Sports,West,1,2299,919.60
ORD-999,2024-11-22,Sports Science Degree,Sports,South,1,9999,3999.60
ORD-1000,2024-11-29,Sports Medicine Course,Sports,East,1,7999,3199.60
ORD-1001,2024-12-06,Sports Psychology PhD,Sports,North,1,14999,5999.60
ORD-1002,2024-12-13,Sports Tech Innovation,Sports,West,1,9999,3999.60
ORD-1003,2024-12-20,Sports Venue Design,Sports,South,1,12999,5199.60
ORD-1004,2024-12-27,Sports Event Planning,Sports,East,1,8999,3599.60
ORD-1005,2023-02-14,Valentine Gift Set,Gifts,North,20,998,399.20
ORD-1006,2023-03-17,St Patrick Decor,Gifts,West,15,745,298.00
ORD-1007,2023-04-09,Easter Basket Set,Gifts,South,25,748,299.20
ORD-1008,2023-05-14,Mother Day Special,Gifts,East,30,1497,598.80
ORD-1009,2023-06-18,Father Day Bundle,Gifts,North,25,1246,498.40
ORD-1010,2023-07-04,Independence Pack,Gifts,West,40,996,398.40
ORD-1011,2023-10-31,Halloween Set,Gifts,South,50,747,298.80
ORD-1012,2023-11-23,Thanksgiving Bundle,Gifts,East,35,1045,418.00
ORD-1013,2023-12-25,Christmas Gift Set,Gifts,North,60,1797,718.80
ORD-1014,2024-02-14,Valentine Premium,Gifts,West,25,1248,499.20
ORD-1015,2024-03-17,St Patrick Premium,Gifts,South,20,997,398.80
ORD-1016,2024-03-31,Easter Premium,Gifts,East,30,1497,598.80
ORD-1017,2024-05-12,Mother Day Luxury,Gifts,North,25,1996,798.40
ORD-1018,2024-06-16,Father Day Premium,Gifts,West,20,1498,599.20
ORD-1019,2024-07-04,July 4th Special,Gifts,South,45,1346,538.40
ORD-1020,2024-10-31,Halloween Premium,Gifts,East,55,1097,438.80
